trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
107,False,"{'a': 1.0, 'e': 0.009259259259259259}",20,9,21.724365915015436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 1.0, 'e': 0.009174311926605505}",20,12,16.163379882178297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 1.0, 'e': 0.00909090909090909}",20,10,19.11210564433869,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 1.0, 'e': 0.009009009009009009}",25,12,25.39379169047589,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 1.0, 'e': 0.008928571428571428}",25,14,24.389028513560824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 1.0, 'e': 0.008849557522123894}",20,8,24.077487418258883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 1.0, 'e': 0.008771929824561403}",20,13,13.681740295474702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 1.0, 'e': 0.008695652173913044}",25,7,31.703007200964613,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 1.0, 'e': 0.008620689655172414}",20,12,17.954202293851324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 1.0, 'e': 0.008547008547008548}",25,14,19.66247369395522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 1.0, 'e': 0.00847457627118644}",20,14,12.922628058632933,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 1.0, 'e': 0.008403361344537815}",25,13,-42.523210207974614,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
119,False,"{'a': 1.0, 'e': 0.008333333333333333}",20,10,17.796371993287764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 1.0, 'e': 0.008264462809917356}",25,17,13.63752606981732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 1.0, 'e': 0.00819672131147541}",30,19,19.663406126875067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 1.0, 'e': 0.008130081300813009}",20,3,21.668783380457498,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 1.0, 'e': 0.008064516129032258}",25,13,18.038618998055597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 1.0, 'e': 0.008}",30,22,15.543693863323806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 1.0, 'e': 0.007936507936507936}",25,16,17.86966437778003,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 1.0, 'e': 0.007874015748031496}",30,22,15.203345352121548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 1.0, 'e': 0.0078125}",20,13,12.192211580081723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 1.0, 'e': 0.007751937984496124}",25,5,12.096377932241554,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 1.0, 'e': 0.007692307692307693}",20,13,12.346717762544543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 1.0, 'e': 0.007633587786259542}",20,2,28.876738293336963,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 1.0, 'e': 0.007575757575757576}",30,13,33.01799233810019,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 1.0, 'e': 0.007518796992481203}",25,15,16.001226066499488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 1.0, 'e': 0.007462686567164179}",25,13,21.889712069317522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 1.0, 'e': 0.007407407407407408}",35,21,27.439471789933112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 1.0, 'e': 0.007352941176470588}",25,8,33.36809569907088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 1.0, 'e': 0.0072992700729927005}",35,22,26.346080839994453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 1.0, 'e': 0.007246376811594203}",20,12,16.18213418569491,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 1.0, 'e': 0.007194244604316547}",25,11,23.788763106519283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 1.0, 'e': 0.007142857142857143}",20,6,22.879486794392427,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 1.0, 'e': 0.0070921985815602835}",25,0,27.10941194969755,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
141,False,"{'a': 1.0, 'e': 0.007042253521126761}",20,12,13.296777260709717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 1.0, 'e': 0.006993006993006993}",25,0,37.38576674374353,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
143,False,"{'a': 1.0, 'e': 0.006944444444444444}",25,8,-12.882362482306952,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 1.0, 'e': 0.006896551724137931}",25,18,13.373052147896228,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 1.0, 'e': 0.00684931506849315}",20,14,11.19277935243749,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 1.0, 'e': 0.006802721088435374}",20,14,10.804122558714994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 1.0, 'e': 0.006756756756756757}",25,17,13.611317536998543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 1.0, 'e': 0.006711409395973154}",25,8,24.355602012305784,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 1.0, 'e': 0.006666666666666667}",35,26,14.72242767094848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 1.0, 'e': 0.006622516556291391}",25,20,9.933132551880883,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 1.0, 'e': 0.006578947368421052}",20,0,37.10890451235644,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 1.0, 'e': 0.006535947712418301}",25,6,31.845693761172946,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 1.0, 'e': 0.006493506493506494}",20,9,-20.99156400786356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 1.0, 'e': 0.0064516129032258064}",25,16,18.572521089791408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 1.0, 'e': 0.00641025641025641}",30,19,20.95260954100515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 1.0, 'e': 0.006369426751592357}",25,17,14.185744733999776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 1.0, 'e': 0.006329113924050633}",20,8,21.842319868912732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 1.0, 'e': 0.006289308176100629}",25,7,34.41403274774226,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 1.0, 'e': 0.00625}",20,11,17.987083546308412,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 1.0, 'e': 0.006211180124223602}",25,10,26.42766294944051,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 1.0, 'e': 0.006172839506172839}",25,8,25.682737943018875,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 1.0, 'e': 0.006134969325153374}",25,15,15.297186533603934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 1.0, 'e': 0.006097560975609756}",25,15,15.107729220736738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 1.0, 'e': 0.006060606060606061}",30,18,3.021650339240013,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
165,False,"{'a': 1.0, 'e': 0.006024096385542169}",20,13,11.506117907019572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 1.0, 'e': 0.005988023952095809}",20,4,24.2280754615376,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 1.0, 'e': 0.005952380952380952}",25,13,23.08813576021812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 1.0, 'e': 0.005917159763313609}",25,10,24.049704332318996,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 1.0, 'e': 0.0058823529411764705}",30,22,14.165203981463478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 1.0, 'e': 0.005847953216374269}",35,25,20.83574467115402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 1.0, 'e': 0.005813953488372093}",30,19,20.76074092942554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 1.0, 'e': 0.005780346820809248}",20,14,9.030680043647394,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 1.0, 'e': 0.005747126436781609}",30,16,13.143983667040494,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 1.0, 'e': 0.005714285714285714}",20,12,14.458215594269173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 1.0, 'e': 0.005681818181818182}",25,11,24.292577298397017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 1.0, 'e': 0.005649717514124294}",30,22,15.994980729329495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 1.0, 'e': 0.0056179775280898875}",20,3,25.726196036115386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 1.0, 'e': 0.00558659217877095}",25,0,40.07917174996924,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 1.0, 'e': 0.005555555555555556}",20,10,22.550749826282456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 1.0, 'e': 0.0055248618784530384}",20,10,19.212505809773493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 1.0, 'e': 0.005494505494505495}",20,16,8.298270767122267,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 1.0, 'e': 0.00546448087431694}",20,9,21.841076542307185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 1.0, 'e': 0.005434782608695652}",30,11,34.91242064954946,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 1.0, 'e': 0.005405405405405406}",30,13,27.048790880825432,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 1.0, 'e': 0.005376344086021506}",20,0,29.707815552873864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 1.0, 'e': 0.0053475935828877}",35,24,17.59812782348046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 1.0, 'e': 0.005319148936170213}",20,9,16.618922524553184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 1.0, 'e': 0.005291005291005291}",25,0,36.81589994660518,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 1.0, 'e': 0.005263157894736842}",30,12,26.55094187501268,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 1.0, 'e': 0.005235602094240838}",30,6,41.97425067737649,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 1.0, 'e': 0.005208333333333333}",20,8,23.70163989302094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 1.0, 'e': 0.0051813471502590676}",20,0,29.06486864669288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 1.0, 'e': 0.005154639175257732}",25,12,23.375653595498736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 1.0, 'e': 0.005128205128205128}",20,15,9.415518246067412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 1.0, 'e': 0.00510204081632653}",25,19,8.692060561825489,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 1.0, 'e': 0.005076142131979695}",20,8,23.01308298660184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 1.0, 'e': 0.005050505050505051}",25,11,24.749684889207806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 1.0, 'e': 0.005025125628140704}",20,2,31.90514817565334,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 1.0, 'e': 0.005}",25,11,27.04199225630786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 1.0, 'e': 0.004975124378109453}",20,2,31.434509510349372,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 1.0, 'e': 0.0049504950495049506}",20,12,15.276444795490672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 1.0, 'e': 0.0049261083743842365}",20,10,19.20964448194043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 1.0, 'e': 0.004901960784313725}",30,10,33.48879174252582,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 1.0, 'e': 0.004878048780487805}",20,11,16.466105180498523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 1.0, 'e': 0.0048543689320388345}",20,10,15.534921319190808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 1.0, 'e': 0.004830917874396135}",20,3,29.693578467418586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 1.0, 'e': 0.004807692307692308}",20,6,28.902207776185694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 1.0, 'e': 0.004784688995215311}",20,13,11.11762106058364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 1.0, 'e': 0.004761904761904762}",20,15,9.007795893139129,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 1.0, 'e': 0.004739336492890996}",25,17,16.047084015564575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 1.0, 'e': 0.0047169811320754715}",25,15,22.113747484640363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 1.0, 'e': 0.004694835680751174}",25,17,12.199687631822604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 1.0, 'e': 0.004672897196261682}",30,19,21.328626486235144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 1.0, 'e': 0.004651162790697674}",20,6,21.14854647268198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 1.0, 'e': 0.004629629629629629}",20,6,29.25869436174543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 1.0, 'e': 0.004608294930875576}",25,14,23.30047225875412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 1.0, 'e': 0.0045871559633027525}",25,8,27.506273167785437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 1.0, 'e': 0.0045662100456621}",20,3,25.988294330459382,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 1.0, 'e': 0.004545454545454545}",25,4,33.15066928039346,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 1.0, 'e': 0.004524886877828055}",20,1,30.627578996367983,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 1.0, 'e': 0.0045045045045045045}",20,13,15.568580321017725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 1.0, 'e': 0.004484304932735426}",25,20,9.171239924210465,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 1.0, 'e': 0.004464285714285714}",25,15,21.09939225843764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 1.0, 'e': 0.0044444444444444444}",25,8,28.822599132694283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 1.0, 'e': 0.004424778761061947}",25,7,37.42737483219275,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 1.0, 'e': 0.004405286343612335}",25,11,21.15488981144661,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 1.0, 'e': 0.0043859649122807015}",25,11,20.165262696411567,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 1.0, 'e': 0.004366812227074236}",20,8,20.916183370471984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 1.0, 'e': 0.004347826086956522}",20,7,19.487360586734887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 1.0, 'e': 0.004329004329004329}",25,2,26.076115291179878,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 1.0, 'e': 0.004310344827586207}",25,10,27.55335843553031,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 1.0, 'e': 0.004291845493562232}",25,11,24.423552529949248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 1.0, 'e': 0.004273504273504274}",20,13,11.869805441982596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 1.0, 'e': 0.00425531914893617}",20,6,27.787505867785082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 1.0, 'e': 0.00423728813559322}",20,14,12.696126447190842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 1.0, 'e': 0.004219409282700422}",20,6,25.905455105106242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 1.0, 'e': 0.004201680672268907}",20,9,17.378803998940278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 1.0, 'e': 0.0041841004184100415}",25,12,24.99780483863057,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 1.0, 'e': 0.004166666666666667}",30,11,34.52629102535273,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 1.0, 'e': 0.004149377593360996}",20,3,34.549620921200905,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 1.0, 'e': 0.004132231404958678}",25,15,16.227365721186004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 1.0, 'e': 0.00411522633744856}",20,8,21.099546942471772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 1.0, 'e': 0.004098360655737705}",20,0,34.23361846320437,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 1.0, 'e': 0.004081632653061225}",25,15,15.97628077453591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 1.0, 'e': 0.0040650406504065045}",25,5,30.940952649361847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 1.0, 'e': 0.004048582995951417}",20,12,13.279492921756445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 1.0, 'e': 0.004032258064516129}",20,7,17.390097999785066,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 1.0, 'e': 0.004016064257028112}",20,0,27.28740571223956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 1.0, 'e': 0.004}",20,3,25.16840723496188,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 1.0, 'e': 0.00398406374501992}",25,10,26.32941064367895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 1.0, 'e': 0.003968253968253968}",20,13,14.570836068918442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 1.0, 'e': 0.003952569169960474}",25,11,23.8498226624066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 1.0, 'e': 0.003937007874015748}",20,9,21.67338316040901,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 1.0, 'e': 0.00392156862745098}",35,22,22.17550915084074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 1.0, 'e': 0.00390625}",20,8,21.812742575250347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 1.0, 'e': 0.0038910505836575876}",25,6,32.95825117368968,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 1.0, 'e': 0.003875968992248062}",25,13,1.7792235305959856,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 1.0, 'e': 0.003861003861003861}",25,5,29.448507431683566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 1.0, 'e': 0.0038461538461538464}",25,0,33.871872719224704,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 1.0, 'e': 0.0038314176245210726}",35,21,26.320230927878562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 1.0, 'e': 0.003816793893129771}",25,0,37.015825417693385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 1.0, 'e': 0.0038022813688212928}",20,9,20.598421504281305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 1.0, 'e': 0.003787878787878788}",20,9,23.2860778586149,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 1.0, 'e': 0.0037735849056603774}",30,24,11.310698568930134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 1.0, 'e': 0.0037593984962406013}",25,13,20.033052018760994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 1.0, 'e': 0.003745318352059925}",30,16,24.688427186031152,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 1.0, 'e': 0.0037313432835820895}",30,21,12.98735240320888,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 1.0, 'e': 0.0037174721189591076}",30,11,34.96178240631263,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 1.0, 'e': 0.003703703703703704}",20,14,12.998136153201614,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 1.0, 'e': 0.0036900369003690036}",30,13,29.169993781263596,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 1.0, 'e': 0.003676470588235294}",20,6,17.588940226605555,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 1.0, 'e': 0.003663003663003663}",30,13,31.77223176137477,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 1.0, 'e': 0.0036496350364963502}",30,4,38.0356996963323,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 1.0, 'e': 0.0036363636363636364}",20,12,14.282757564476682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 1.0, 'e': 0.0036231884057971015}",20,14,11.898716761919154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 1.0, 'e': 0.0036101083032490976}",20,16,6.835586575756691,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 1.0, 'e': 0.0035971223021582736}",20,13,6.02591153482498,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 1.0, 'e': 0.0035842293906810036}",20,0,28.450973376760064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 1.0, 'e': 0.0035714285714285713}",20,3,26.639626523555204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 1.0, 'e': 0.0035587188612099642}",25,12,24.91237648517305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 1.0, 'e': 0.0035460992907801418}",25,9,26.007867744133833,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 1.0, 'e': 0.0035335689045936395}",20,12,17.246355854592498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 1.0, 'e': 0.0035211267605633804}",25,11,25.146054225086885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 1.0, 'e': 0.0035087719298245615}",25,17,12.989195884167327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 1.0, 'e': 0.0034965034965034965}",30,0,48.30212679933366,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 1.0, 'e': 0.003484320557491289}",35,21,26.360543337124263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 1.0, 'e': 0.003472222222222222}",20,2,25.772748559787637,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 1.0, 'e': 0.0034602076124567475}",20,13,10.485627140963873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 1.0, 'e': 0.0034482758620689655}",30,17,22.565159223742896,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 1.0, 'e': 0.003436426116838488}",25,17,14.813118863068476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 1.0, 'e': 0.003424657534246575}",20,9,22.703544454786392,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
